2003-01-02,100000.0
2003-01-03,100380.0
2003-01-06,101940.0
2003-01-07,101840.0
2003-01-08,101020.0
2003-01-09,101420.0
2003-01-10,101260.0
2003-01-13,101410.0
2003-01-14,101640.0
2003-01-15,101250.0
2003-01-16,101030.0
2003-01-17,100570.0
2003-01-21,99990.0
2003-01-22,99440.0
2003-01-23,99770.0
2003-01-24,98760.0
2003-01-27,98360.0
2003-01-28,98530.0
2003-01-29,98520.0
2003-01-30,98170.0
2003-01-31,98400.0
2003-02-03,98580.0
2003-02-04,98180.0
2003-02-05,98090.0
2003-02-06,97610.0
2003-02-07,97360.0
2003-02-10,97450.0
2003-02-11,97370.0
2003-02-12,97000.0
2003-02-13,96830.0
2003-02-14,97260.0
2003-02-18,97760.0
2003-02-19,97760.0
2003-02-20,97900.0
2003-02-21,98050.0
2003-02-24,97600.0
2003-02-25,97790.0
2003-02-26,97630.0
2003-02-27,97880.0
2003-02-28,97890.0
2003-03-03,98020.0
2003-03-04,97680.0
2003-03-05,97990.0
2003-03-06,97370.0
2003-03-07,97600.0
2003-03-10,96950.0
2003-03-11,96420.0
2003-03-12,96420.0
2003-03-13,97160.0
2003-03-14,96810.0
2003-03-17,97800.0
2003-03-18,97990.0
2003-03-19,98390.0
2003-03-20,98540.0
2003-03-21,99400.0
2003-03-24,98620.0
2003-03-25,99010.0
2003-03-26,99030.0
2003-03-27,98990.0
2003-03-28,99250.0
2003-03-31,98680.0
2003-04-01,99080.0
2003-04-02,100020.0
2003-04-03,99890.0
2003-04-04,100390.0
2003-04-07,100430.0
2003-04-08,100700.0
2003-04-09,100500.0
2003-04-10,100500.0
2003-04-11,100390.0
2003-04-14,101130.0
2003-04-15,101390.0
2003-04-16,101100.0
2003-04-17,101730.0
2003-04-21,101840.0
2003-04-22,102790.0
2003-04-23,103380.0
2003-04-24,102700.0
2003-04-25,102230.0
2003-04-28,102890.0
2003-04-29,103140.0
2003-04-30,103310.0
2003-05-01,103250.0
2003-05-02,103700.0
2003-05-05,104090.0
2003-05-06,104360.0
2003-05-07,104450.0
2003-05-08,103780.0
2003-05-09,103870.0
2003-05-12,104540.0
2003-05-13,104370.0
2003-05-14,104190.0
2003-05-15,104620.0
2003-05-16,104780.0
2003-05-19,104140.0
2003-05-20,104140.0
2003-05-21,104240.0
2003-05-22,104190.0
2003-05-23,104510.0
2003-05-27,105400.0
2003-05-28,105790.0
2003-05-29,105570.0
2003-05-30,106030.0
2003-06-02,106850.0
2003-06-03,106770.0
2003-06-04,107440.0
2003-06-05,107760.0
2003-06-06,107790.0
2003-06-09,106720.0
2003-06-10,106970.0
2003-06-11,107330.0
2003-06-12,107450.0
2003-06-13,107450.0
2003-06-16,108420.0
2003-06-17,108530.0
2003-06-18,107740.0
2003-06-19,107260.0
2003-06-20,107530.0
2003-06-23,106790.0
2003-06-24,107140.0
2003-06-25,106900.0
2003-06-26,107220.0
2003-06-27,106830.0
2003-06-30,107050.0
2003-07-01,107340.0
2003-07-02,107460.0
2003-07-03,107280.0
2003-07-07,108010.0
2003-07-08,108270.0
2003-07-09,108470.0
2003-07-10,107960.0
2003-07-11,108550.0
2003-07-14,109760.0
2003-07-15,109750.0
2003-07-16,108940.0
2003-07-17,107990.0
2003-07-18,108220.0
2003-07-21,107510.0
2003-07-22,107910.0
2003-07-23,107850.0
2003-07-24,107630.0
2003-07-25,108320.0
2003-07-28,108340.0
2003-07-29,108140.0
2003-07-30,108000.0
2003-07-31,108000.0
2003-08-01,106670.0
2003-08-04,106960.0
2003-08-05,106200.0
2003-08-06,106380.0
2003-08-07,106270.0
2003-08-08,106380.0
2003-08-11,106560.0
2003-08-12,106890.0
2003-08-13,106730.0
2003-08-14,107100.0
2003-08-15,106910.0
2003-08-18,107210.0
2003-08-19,107320.0
2003-08-20,107820.0
2003-08-21,107640.0
2003-08-22,107110.0
2003-08-25,106970.0
2003-08-26,106690.0
2003-08-27,106600.0
2003-08-28,107100.0
2003-08-29,107350.0
2003-09-02,107720.0
2003-09-03,107850.0
2003-09-04,107710.0
2003-09-05,107320.0
2003-09-08,107680.0
2003-09-09,107380.0
2003-09-10,106690.0
2003-09-11,106920.0
2003-09-12,107170.0
2003-09-15,107150.0
2003-09-16,107640.0
2003-09-17,107690.0
2003-09-18,108540.0
2003-09-19,108340.0
2003-09-22,107950.0
2003-09-23,108310.0
2003-09-24,107860.0
2003-09-25,107550.0
2003-09-26,107320.0
2003-09-29,107680.0
2003-09-30,107430.0
2003-10-01,108250.0
2003-10-02,108240.0
2003-10-03,108360.0
2003-10-06,108660.0
2003-10-07,109080.0
2003-10-08,108700.0
2003-10-09,108780.0
2003-10-10,108630.0
2003-10-13,109360.0
2003-10-14,109630.0
2003-10-15,109490.0
2003-10-16,109680.0
2003-10-17,109280.0
2003-10-20,109490.0
2003-10-21,109540.0
2003-10-22,108210.0
2003-10-23,108220.0
2003-10-24,108040.0
2003-10-27,108180.0
2003-10-28,108660.0
2003-10-29,108960.0
2003-10-30,108890.0
2003-10-31,108930.0
2003-11-03,109570.0
2003-11-04,109490.0
2003-11-05,109430.0
2003-11-06,109260.0
2003-11-07,109040.0
2003-11-10,108930.0
2003-11-11,109040.0
2003-11-12,108930.0
2003-11-13,108900.0
2003-11-14,108590.0
2003-11-17,108550.0
2003-11-18,108140.0
2003-11-19,108030.0
2003-11-20,107930.0
2003-11-21,108220.0
2003-11-24,108440.0
2003-11-25,108640.0
2003-11-26,108630.0
2003-11-28,108540.0
2003-12-01,108740.0
2003-12-02,108860.0
2003-12-03,108850.0
2003-12-04,108530.0
2003-12-05,108190.0
2003-12-08,108590.0
2003-12-09,108090.0
2003-12-10,107960.0
2003-12-11,108210.0
2003-12-12,108290.0
2003-12-15,108430.0
2003-12-16,108790.0
2003-12-17,108740.0
2003-12-18,108740.0
2003-12-19,108840.0
2003-12-22,109090.0
2003-12-23,109150.0
2003-12-24,109120.0
2003-12-26,109190.0
2003-12-29,109430.0
2003-12-30,109490.0
2003-12-31,109590.0
